id,rated,turns,victory_status,winner
1sR7lupq,TRUE,46,resign,black
PGeCWgTi,TRUE,135,mate,white
NKpFTUJs,FALSE,24,resign,black
xM0SwD6A,FALSE,57,resign,white
vBWzabLa,FALSE,19,resign,white
W561gAQt,TRUE,62,mate,black
rcGHsqiZ,TRUE,51,mate,white
XTbDYIsh,TRUE,33,resign,white
ehSxjqh7,TRUE,47,resign,white
Y8hlvYrx,TRUE,31,resign,white
pL5yByJS,TRUE,38,resign,black
oBesEOOT,TRUE,27,mate,white
FhG1DfE8,FALSE,52,mate,black
9PsgU4mF,FALSE,127,resign,white
CxQlxMX2,FALSE,138,resign,black
41CNa7P6,FALSE,28,resign,black
huni6KH2,FALSE,43,mate,white
vPTBPfXV,TRUE,80,resign,black
PQFRGJSE,TRUE,21,resign,white
mBbduFCP,TRUE,49,resign,white
gJtWMzf6,TRUE,60,mate,black
AilAal8m,TRUE,45,resign,white
cIKROV2q,TRUE,112,resign,black
sY5VsCgM,TRUE,171,resign,white
CJDScaHY,TRUE,65,mate,white
RPB3NMuq,TRUE,114,outoftime,black
rbqIjxC3,FALSE,75,resign,white
RNtakCGG,FALSE,114,resign,black
x7v6O3Gr,FALSE,68,mate,black
53nOG42b,FALSE,3,resign,white
Wm3MSKi8,FALSE,46,outoftime,black
01PN8FTL,FALSE,35,resign,white
iaFLa7m1,TRUE,91,resign,white
xnrZeC3U,FALSE,30,resign,black
W15zgXKL,TRUE,106,outoftime,black
9ZvjjkEY,FALSE,35,resign,white
MRLrOIzm,FALSE,93,resign,white
z1Fnjvtf,FALSE,40,resign,white
UCyQZaWw,FALSE,48,resign,black
JoOSJcPy,TRUE,51,resign,white
zyIvhtD4,TRUE,32,resign,black
C4gs7TZb,FALSE,29,resign,black
YGFygIlR,TRUE,62,resign,black
MudNQx3L,TRUE,24,outoftime,black
e9FR6HTd,TRUE,80,resign,black
FXEbd5EQ,TRUE,33,resign,white
znPLzDCe,TRUE,51,mate,white
dv6u1cQv,TRUE,71,mate,white
6hOfGXn5,TRUE,9,mate,white
vhJQ8eC2,TRUE,31,resign,black
LC3to45n,TRUE,43,resign,white
6Iob1Y3v,TRUE,54,mate,black
PXEjteHY,TRUE,69,resign,white
NpePYo26,TRUE,83,resign,white
v8hrURkg,TRUE,51,mate,white
SlppxWlS,TRUE,41,mate,white
JfFRsvO5,FALSE,96,resign,black
BGuWiw29,TRUE,60,mate,black
2sgLprJd,TRUE,90,resign,black
LcyoNL7d,TRUE,98,resign,black
nXusdp68,TRUE,67,mate,white
3ZQo2BNj,TRUE,23,resign,white
OLuqrF58,TRUE,21,resign,white
B2e3LUas,TRUE,61,resign,white
dBYHOLtU,TRUE,92,outoftime,black
6g4Q4c6V,TRUE,16,resign,black
DB0QztHR,TRUE,67,resign,white
oa65Z5Gw,TRUE,79,resign,white
eEGKiro9,TRUE,67,resign,white
9GkAji6R,TRUE,45,resign,white
Hq0eZEiX,TRUE,61,outoftime,white
MLs0z2BU,TRUE,94,resign,white
iHk0OB2t,TRUE,65,mate,white
xVPR0JfL,TRUE,83,mate,white
z2esehFi,TRUE,133,resign,white
5gioAVsM,TRUE,67,resign,black
CcoJT5wh,TRUE,47,resign,white
tCAHCZ6N,TRUE,46,mate,black
BjmFCC3C,TRUE,64,mate,black
ooVLKWzi,TRUE,74,mate,black
hX3YusUT,TRUE,47,mate,white
uhzcC80L,TRUE,123,resign,white
wcF7VY6S,TRUE,39,mate,white
Ul10BAcT,TRUE,114,resign,black
32B9XqgM,TRUE,53,mate,white
vXdDbYcc,TRUE,27,resign,white
z8yBnwOe,TRUE,27,resign,white
xOwN9MkO,TRUE,61,resign,white
OLTuZ64O,TRUE,123,mate,white
CfJNZkkN,TRUE,99,outoftime,white
xYbotSax,TRUE,17,mate,white
QK8gOnp8,TRUE,101,mate,white
wHXoMxoJ,TRUE,54,mate,black
kKaIvvoW,TRUE,45,resign,white
Y8eiCmvb,TRUE,32,mate,black
DLE1rvQG,TRUE,113,mate,white
ghXEmcPf,TRUE,44,mate,black
MeLYe317,TRUE,23,resign,white
KszuEifx,TRUE,47,mate,white
oxceeF8v,TRUE,54,resign,white
9QOjbO9s,TRUE,53,mate,white
46DdWftg,TRUE,43,resign,white
IntMbgPG,TRUE,10,resign,black
bYrYYmOG,TRUE,85,resign,black
A56a8gb0,TRUE,56,resign,black
tboMrDEr,TRUE,29,resign,white
oRSJ5vSy,TRUE,48,outoftime,black
uxLRJNtB,TRUE,56,mate,black
rLUWoK67,TRUE,88,mate,black
wDtZiFLj,TRUE,84,mate,black
NNcoeUsL,TRUE,83,outoftime,white
NgcbSmNq,TRUE,76,mate,black
7DVVvOQk,TRUE,75,resign,white
DVY3QkXL,TRUE,43,mate,white
tf2SJbxC,TRUE,66,mate,black
FuCmTPoz,TRUE,48,resign,white
pWs34LKm,TRUE,22,resign,black
KQtaqC8M,TRUE,36,resign,black
UzoQUASL,TRUE,42,outoftime,black
plwNsGqx,TRUE,96,mate,black
qS24uAaJ,TRUE,64,resign,black
VNf8MlL5,FALSE,65,mate,white
RQMrQZHE,TRUE,69,outoftime,white
Dos8AGqN,TRUE,25,outoftime,white
UY4XNw3S,TRUE,51,resign,white
ysS8wnFb,TRUE,99,resign,white
Cv6FLuJ2,TRUE,60,outoftime,black
b4KwmBCV,TRUE,69,resign,white
qbLpjE5V,TRUE,44,outoftime,black
6O6svdvS,TRUE,99,resign,white
jBnwVFzy,TRUE,132,resign,black
HNhs3X3o,TRUE,69,resign,white
eKlS0WBp,TRUE,12,outoftime,black
RL4sW5DQ,TRUE,64,resign,black
jEtcEfVD,TRUE,48,resign,black
A852b2bM,TRUE,36,resign,black
9YESPlAn,TRUE,28,mate,black
EaQq9YAC,TRUE,30,resign,black
sPrWC1hf,TRUE,46,resign,black
09xPW4HR,TRUE,25,resign,white
nosmfuY1,TRUE,92,resign,black
tTY1HT3h,TRUE,90,mate,black
4GH4IwxU,TRUE,111,resign,white
Mg2uGInc,TRUE,45,resign,white
9umzZJ9F,TRUE,50,draw,draw
cdOT34vB,TRUE,56,draw,draw
MP0BQYg6,TRUE,46,resign,white
7oP5lyKe,TRUE,12,resign,black
nwnrsKKO,TRUE,56,resign,black
3kM1EpSD,TRUE,47,outoftime,white
ZWo7FxSx,TRUE,30,resign,black
vuk7K3I7,TRUE,53,mate,white
KwFMbaKY,TRUE,138,mate,black
vzXcAx2g,TRUE,30,resign,black
5ejnDnrX,FALSE,61,outoftime,white
jkcPugiP,TRUE,68,mate,black
vTcWT39d,TRUE,81,resign,white
5MiJIdjA,TRUE,119,resign,white
9wSujJII,TRUE,18,resign,black
gx3HSa3o,FALSE,30,resign,black
14d5BErN,TRUE,89,outoftime,white
zbslpJGG,TRUE,35,mate,white
2uU5PU2g,TRUE,11,resign,white
xy0IPy0F,TRUE,22,resign,black
QOt4u6SW,TRUE,43,mate,white
UnoEgmg8,TRUE,59,resign,white
YK5ZcQZN,TRUE,41,mate,white
caYCbMGj,TRUE,58,mate,black
bramFY57,TRUE,16,resign,white
iRcnnjzc,TRUE,48,mate,black
gaI0Zcjw,TRUE,88,outoftime,black
ZeB3CkfP,TRUE,61,resign,white
pxGP8sl7,TRUE,70,resign,black
W2OyM88q,TRUE,12,resign,black
CAyxN1KD,TRUE,45,mate,white
SX2Peavt,TRUE,68,mate,black
r1EtwZtg,TRUE,62,mate,black
HV6L0Xol,TRUE,41,resign,black
G12xtkMQ,TRUE,39,mate,white
gCDmBGra,TRUE,35,mate,white
ygdHObZh,TRUE,106,mate,black
HQqvPRwr,TRUE,29,resign,black
LyrcFrlE,TRUE,19,resign,white
xm0P8dGh,TRUE,18,resign,black
AUjLEBxA,TRUE,19,mate,white
0K64Spnu,TRUE,138,resign,black
bMwDnInO,TRUE,61,resign,black
iVuuzX6T,TRUE,25,mate,white
9JB3Zqlw,TRUE,47,mate,white
wnk24d3i,TRUE,32,mate,black
01pjlD76,TRUE,60,resign,black
OA46mDa6,TRUE,118,mate,black
KHwnlksj,TRUE,51,mate,white
LnKruuqZ,TRUE,27,resign,white
r7V6Zmr2,TRUE,14,resign,black
ZXJVo0go,TRUE,123,outoftime,draw
A1nXT89m,TRUE,74,outoftime,black
0Dx0giMJ,FALSE,8,resign,black
Sp3z1Iml,TRUE,125,outoftime,white
5TuwXgz7,TRUE,122,mate,black
2jY8zS75,TRUE,120,mate,black
bPWCbvPW,TRUE,123,mate,white
1cQzTDJW,TRUE,56,mate,black
pePPZQMo,TRUE,35,draw,draw
BxCTJKtA,TRUE,55,mate,white
xSDtl8vK,TRUE,59,resign,black
GDlBhPle,TRUE,85,mate,white
EK0L0K5t,TRUE,78,mate,black
KMzh8s6L,TRUE,67,resign,black
iP4AgQoO,FALSE,74,outoftime,black
6VrkoAh8,FALSE,85,resign,white
47xEFe4o,FALSE,64,resign,white
ktYCKQ1b,FALSE,39,mate,white
l0XkxokG,FALSE,157,mate,white
syvfkVb9,TRUE,56,resign,black
flmp87O4,TRUE,51,resign,white
kHUU2Lfm,TRUE,21,mate,white
S4lfEw4M,TRUE,44,mate,black
Co1hUpwB,TRUE,42,resign,black
sUWdRakU,TRUE,31,resign,white
U3DZYGnT,TRUE,20,mate,black
2vLEf1gv,TRUE,35,resign,white
zAx246mI,TRUE,50,mate,black
fXXRphIf,TRUE,59,mate,white
bNTC6k4P,TRUE,25,mate,white
o4ujdFsJ,TRUE,31,resign,white
bKP6cx2Z,TRUE,15,resign,white
9z5Rn4t5,TRUE,74,resign,black
vp2hfyqH,TRUE,45,mate,white
KRGsGvAH,TRUE,13,resign,white
xIypHzdf,FALSE,52,mate,black
LDjTbQTP,FALSE,27,mate,white
8IxKa1LZ,FALSE,9,mate,white
yPPipBhI,TRUE,130,draw,draw
wvMRr8M5,TRUE,11,resign,white
JG9s05f2,TRUE,44,resign,black
iQNaVW2i,TRUE,56,resign,white
2MuqIUmH,TRUE,22,resign,black
ripuN8M8,TRUE,68,mate,black
C2K0jj2v,TRUE,25,resign,white
810yieYR,FALSE,29,resign,white
fUkMHkp3,FALSE,25,resign,black
uWd6DIYJ,TRUE,62,mate,black
cDIMerQ4,TRUE,13,mate,white
cTH48O2u,TRUE,16,resign,black
yik2uckG,TRUE,49,resign,white
RWdh02Tr,TRUE,94,resign,black
Ea7Bcscv,TRUE,22,resign,black
5zBVNphA,TRUE,8,draw,draw
IGJvXkFu,FALSE,16,draw,draw
E5MTyGbM,FALSE,71,resign,white
x15iFQFl,FALSE,69,resign,black
TTe7FlKQ,FALSE,27,resign,white
B4BGcXCE,FALSE,47,mate,white
UHkTMz0v,FALSE,44,resign,white
oJoAU7Fr,FALSE,46,resign,white
e8GExV58,TRUE,111,mate,white
UxOqo5zJ,FALSE,33,resign,white
yl6cXbA6,FALSE,57,resign,white
o6jtdb4p,FALSE,41,resign,white
EH2BdLWN,FALSE,99,resign,black
BDRAVk0u,FALSE,89,resign,white
X4HCivR7,FALSE,76,mate,black
PHrdhjmM,TRUE,96,draw,draw
gXRnWUXG,FALSE,43,resign,white
lcucYQ8n,FALSE,44,resign,white
T1U86wpb,TRUE,63,mate,white
t2g1M06B,FALSE,54,resign,black
NZxX4AGO,FALSE,54,resign,white
ZRtNe06d,TRUE,21,resign,white
NhablRvb,TRUE,43,resign,white
4mPrVdbA,TRUE,75,draw,draw
VTMwwQnH,FALSE,28,resign,black
sPdZNbxm,TRUE,39,resign,white
0FEDk7AN,TRUE,28,mate,black
RC4i2hzy,TRUE,57,resign,white
YVRdXgGB,TRUE,112,draw,draw
ijl17xZq,TRUE,109,resign,white
QaTZBr39,TRUE,153,mate,white
p5pG2MaF,TRUE,11,resign,white
cY7ZXnCn,FALSE,45,resign,white
ysDzokWF,FALSE,32,resign,black
yMsGdfoa,FALSE,20,resign,black
wwIs4KtZ,FALSE,28,resign,black
U7jOpZfN,FALSE,52,mate,black
GoBFn8W0,TRUE,61,resign,white
ng9HBl4K,FALSE,17,resign,white
oDVV31Yp,FALSE,62,resign,black
mVrSKqZN,FALSE,31,resign,white
qtuvWwFS,FALSE,32,resign,black
kp0IguCX,FALSE,29,resign,white
btvoSQWD,TRUE,85,resign,white
xJsuwCEf,TRUE,15,resign,white
C5NlVFQN,TRUE,40,mate,black
JOnxnmo6,TRUE,59,resign,white
FAt77ZWJ,TRUE,36,resign,black
cpuDAJRW,TRUE,25,mate,white
eFHWb0Bl,TRUE,72,resign,black
gnF2dHRk,TRUE,64,resign,black
a4aKepiK,TRUE,85,resign,white
foyMj5Qz,TRUE,48,resign,black
6t1HAivu,TRUE,89,resign,white
D9UPmygt,TRUE,51,resign,white
C9NNh3gs,TRUE,37,resign,white
qS7cvXjx,TRUE,56,mate,black
qRIdGAA1,TRUE,39,resign,black
gxJ9QBmR,FALSE,59,resign,white
FBnXUo4M,TRUE,122,mate,black
UeNFuxtd,TRUE,82,resign,white
Lzd1wWUu,TRUE,44,resign,black
AOvPSczB,TRUE,41,mate,white
oAepUywF,TRUE,18,mate,black
k9Alv2Lk,TRUE,113,resign,white
1f0BDvug,TRUE,59,resign,white
55HFSsdJ,TRUE,37,resign,white
j8BbvSfi,TRUE,101,resign,white
2ZzlexnZ,TRUE,81,outoftime,white
ILOdARX2,TRUE,70,resign,black
Al60YkNu,TRUE,15,mate,white
TOvrhKfj,TRUE,71,resign,white
imX7fKPt,TRUE,32,resign,white
oxRSavkh,TRUE,44,resign,black
2LFiH2Uz,TRUE,39,resign,black
Ym6IJMUJ,TRUE,63,resign,white
0h2vomc1,TRUE,59,mate,white
tXMaCnsR,TRUE,87,draw,draw
kjujaThS,TRUE,16,mate,black
aBGAPyxP,TRUE,52,resign,black
U7Ldz7h7,TRUE,55,resign,black
bUZebLbM,TRUE,26,resign,black
aTgWa9wh,TRUE,36,mate,black
lc4GQUCv,TRUE,50,resign,black
lI4gQ1bH,TRUE,26,resign,black
ZwqKozTV,TRUE,17,mate,white
Tnx2cY4N,TRUE,42,resign,white
NNd7GeS0,TRUE,119,resign,white
8L5ZVtOa,TRUE,64,resign,black
rdIz93YP,TRUE,94,outoftime,black
TN0q3yRw,TRUE,46,resign,black
QeJWuAek,TRUE,24,resign,black
P1jhxZXy,TRUE,101,resign,white
Uj0TCGBK,FALSE,88,mate,black
jsDUEHVo,FALSE,78,outoftime,black
joXBnnmN,FALSE,31,resign,white
fOVAgERZ,FALSE,2,resign,white
fXbWuqY9,FALSE,72,resign,white
4k5JciH4,FALSE,70,mate,black
IsrvOLZO,TRUE,30,resign,black
36Q6KvKr,FALSE,87,mate,white
Wy0JzxHU,FALSE,66,resign,white
eFgLPMPp,TRUE,59,resign,white
QycZv63Y,TRUE,80,resign,black
qt2sbfqA,TRUE,66,mate,black
ZmQMxHFt,TRUE,89,resign,white
xyJVLOev,TRUE,5,outoftime,white
hjuvcYtV,TRUE,52,mate,black
C22vaSXz,TRUE,46,resign,white
07e0uVvn,TRUE,35,mate,white
iN5CqVJ3,TRUE,40,outoftime,black
Tok2vKal,TRUE,8,resign,black
rmDj4gjo,TRUE,53,resign,white
p76lMTfX,FALSE,120,resign,black
D5kfoLZJ,FALSE,73,resign,black
t2ZNIqfk,TRUE,22,draw,draw
0mfWSiUM,TRUE,66,outoftime,black
UjCzWJU3,TRUE,85,resign,white
x4UyTkSZ,TRUE,30,mate,black
ksAc8JEj,TRUE,49,mate,white
Yw7eiqer,TRUE,70,resign,black
qvu3TRRM,TRUE,19,draw,draw
ojSosVNy,TRUE,80,mate,black
GzAueRP7,FALSE,5,resign,white
2pteKPYV,FALSE,41,resign,white
H2c6E04A,TRUE,53,mate,white
KJxzUQ5Q,TRUE,30,mate,black
ZmrjzoIM,TRUE,153,resign,black
0DMmNuA6,TRUE,86,draw,draw
Ka66jOVA,FALSE,2,resign,black
9Eu3zUru,TRUE,81,resign,white
OGvtBc3N,TRUE,56,mate,black
YPQKRj0E,TRUE,42,resign,black
Rw530QGP,TRUE,35,resign,white
Px41L5pw,TRUE,132,outoftime,black
RlZR1Kp5,TRUE,42,draw,draw
POFkxObI,TRUE,178,mate,black
V7KJY7fq,TRUE,130,mate,black
JyGHVEMF,TRUE,91,mate,white
TfgXBzBK,TRUE,56,outoftime,black
jzZwfK9r,TRUE,61,mate,white
VoPvZFYx,TRUE,67,mate,white
e824U48I,TRUE,79,resign,white
RwxQ7oxk,TRUE,190,mate,black
3mXsncTw,TRUE,116,resign,black
5u9RnM78,TRUE,79,mate,white
zHUpHUGX,TRUE,35,mate,white
kuxgeqGu,TRUE,59,resign,white
Kx1DVz3N,TRUE,83,mate,white
9ysJ6Cis,TRUE,74,mate,black
Wm68dNZS,TRUE,65,resign,white
4qjLQ2vt,TRUE,67,outoftime,white
AKqNMl1e,TRUE,114,mate,black
fxpnVACl,TRUE,51,resign,white
4Q5nL8VD,TRUE,100,draw,draw
U6zzkrI2,TRUE,76,outoftime,black
ZV84LRAR,TRUE,132,mate,black
lQZGKfy1,TRUE,29,resign,black
Pn6ePQG0,TRUE,115,outoftime,white
NOmNIwDc,TRUE,109,mate,white
5nDxykOS,TRUE,86,mate,black
dkd9shG5,TRUE,57,mate,white
YhTv3KyJ,TRUE,64,mate,black
7DalqMTu,TRUE,89,resign,white
Z8ciOQ8Y,TRUE,122,resign,black
q8i8y1b0,TRUE,20,outoftime,black
bHYRYZaM,TRUE,33,mate,white
NfBZEuyc,TRUE,38,mate,black
57YGNKFH,TRUE,96,mate,black
EZzKzUGv,TRUE,137,mate,white
icEiP2cj,TRUE,44,resign,black
nRe0yd1I,TRUE,81,resign,white
a1TrVjsg,TRUE,22,mate,black
Mp0sITa6,TRUE,11,mate,white
yTUVwctM,TRUE,17,mate,white
J6LRuq67,TRUE,35,mate,white
1TsPXRD2,TRUE,43,mate,white
tKSKAgXt,TRUE,14,resign,black
WSDe0tBL,TRUE,12,resign,black
T9VV3mLt,TRUE,143,resign,white
D7obELmX,TRUE,52,mate,black
wvyB2GEh,TRUE,14,resign,black
MBfosxws,TRUE,13,mate,white
07QIusCD,TRUE,30,resign,black
JZteCrHX,TRUE,61,resign,white
DKTid6RD,TRUE,52,mate,black
b9nb2mZg,TRUE,15,resign,white
optCMdlD,TRUE,44,resign,white
GqGfqxo7,TRUE,47,mate,white
sXdyCLo9,TRUE,34,resign,black
tBBTQgxX,TRUE,42,mate,black
kOkuWNex,TRUE,86,resign,black
BtiNa3v8,FALSE,33,mate,white
If0NE6A6,TRUE,74,resign,black
Ri2wVOFQ,TRUE,23,resign,black
3moGhJRj,FALSE,87,resign,white
QwBwI2vs,FALSE,32,mate,black
eij5Wwbt,FALSE,16,resign,black
99RFcqJJ,FALSE,59,resign,white
HikB8dBt,FALSE,24,resign,black
KHcZKz3R,FALSE,67,mate,white
4Mp7EKjb,FALSE,93,outoftime,white
VcDiAZUT,FALSE,104,mate,black
35wtoLlU,TRUE,102,mate,black
vkZBrEUA,FALSE,10,mate,black
R4CCAStp,FALSE,37,mate,white
VBrjmIzu,FALSE,60,resign,black
Bf7JY6zl,FALSE,20,resign,black
EtCT1vQp,TRUE,13,mate,white
F5Dylbt6,TRUE,6,mate,black
QyUDNSWn,TRUE,43,mate,white
YCEKNJhX,FALSE,2,outoftime,black
TvIAkZ2L,TRUE,79,resign,white
pP1snJR1,TRUE,98,mate,black
boAihvyd,FALSE,31,resign,white
8cEMrKBk,TRUE,101,resign,white
PfjCXDuD,TRUE,40,resign,white
mUn5zghl,TRUE,46,resign,white
GkvREvBi,TRUE,24,resign,white
RXAG37bB,TRUE,60,mate,black
Ajfuq7uC,TRUE,51,resign,white
V76qHSgf,TRUE,112,mate,black
V8SwS4J6,TRUE,77,mate,white
Nq2WGY2a,TRUE,42,resign,black
L5sSLRGt,TRUE,65,resign,white
doGagRBh,TRUE,137,draw,draw
2cBP5VQm,TRUE,52,mate,black
o6sW5dcz,TRUE,85,outoftime,white
P2VQpJwX,TRUE,35,resign,white
Nl2sxdE7,TRUE,80,outoftime,black
yi91o0ZQ,TRUE,105,resign,white
tdUIQ3Ak,TRUE,90,resign,black
76LxuInq,TRUE,149,outoftime,white
uHKdeMFq,TRUE,96,outoftime,black
cPKqXQK4,TRUE,38,resign,black
g2Nk0yPn,TRUE,84,outoftime,black
riyzy96e,TRUE,41,resign,white
s9FQgwqr,TRUE,62,outoftime,black
G4zykSzf,TRUE,53,outoftime,white
MU0kCVSG,TRUE,27,mate,white
DX88RC92,TRUE,78,resign,black
vDfmcSaY,TRUE,47,resign,white
KB3VDXjS,TRUE,33,resign,white
14uxTOk8,TRUE,103,resign,white
QyVWssah,TRUE,46,outoftime,black
KBd67yI6,TRUE,79,resign,black
k63szwKs,TRUE,73,mate,white
URm0HwaA,FALSE,37,resign,white
7BiRwIud,FALSE,23,resign,white
ySUGslvQ,TRUE,41,resign,white
1eWXAvNc,TRUE,29,resign,white
mrcglUMg,TRUE,50,resign,black
FuBgt0BL,FALSE,85,outoftime,white
33SSmEqC,TRUE,29,resign,white
tlIFAXVo,TRUE,39,mate,white
PGpoY41V,TRUE,39,mate,white
dkN7UXBE,TRUE,35,mate,white
qtSLIefu,TRUE,32,mate,black
xV8lM5qb,TRUE,21,mate,white
IN379DZx,FALSE,13,outoftime,white
SpbzUQHu,TRUE,79,resign,white
VShXyG9e,TRUE,43,resign,white
WOR6IqGa,TRUE,40,resign,black
1CqW0pzY,TRUE,78,resign,white
pssAII49,TRUE,29,resign,white
PrV5gvy0,FALSE,12,resign,black
WpgjZDGC,TRUE,47,mate,white
73sI51Ed,FALSE,40,resign,white
1FTgtl6L,TRUE,85,resign,white
1O4L37hb,TRUE,46,resign,black
c6bXLoQK,FALSE,65,outoftime,white
xN9r04Oh,FALSE,17,draw,draw
Q8GCf6wG,FALSE,73,draw,draw
s7HILile,FALSE,91,outoftime,white
BmwuVWbC,FALSE,88,draw,draw
T9DNTXJP,FALSE,64,resign,black
MUp0E0hz,TRUE,90,mate,black
rKf0fShq,TRUE,57,mate,white
85Vu9TjT,FALSE,32,outoftime,black
jZa30I4z,TRUE,45,mate,white
nMoBUPup,TRUE,69,resign,white
VKqQFLrp,TRUE,25,resign,white
1k1Br31J,TRUE,50,resign,black
0XxbYc5t,TRUE,75,resign,white
KgMGDIi0,TRUE,90,resign,black
l8iJy7XT,TRUE,14,resign,black
I3QI3tcT,TRUE,37,resign,white
0MKvR3j3,TRUE,52,resign,black
n0VbNOps,TRUE,52,mate,black
17xEHXw5,TRUE,54,resign,black
mbakKdOR,TRUE,22,mate,black
JfI1YYYk,TRUE,31,resign,white
T8AfxxW4,TRUE,85,mate,white
W7e8yJqX,TRUE,64,resign,white
P0He9I4m,TRUE,9,mate,white
jvylwbOE,TRUE,40,resign,black
7NvdRC8V,TRUE,132,resign,black
JElusY2p,TRUE,42,mate,black
yi2xPE7T,TRUE,50,resign,white
Xxq6QUe1,TRUE,37,resign,white
jijeCk1l,TRUE,117,resign,white
BL8t5NPL,TRUE,70,outoftime,black
nKVzLNtL,TRUE,14,resign,black
9r5zfTGS,TRUE,59,resign,white
2d4CZyN9,TRUE,39,resign,white
Tsaub2Xw,TRUE,26,resign,black
FNPIbnwf,TRUE,58,resign,black
204FuTNI,TRUE,104,mate,black
YT53T6Rz,TRUE,63,mate,white
kB64c4UZ,TRUE,97,mate,white
l8FqYmJR,TRUE,51,resign,white
cska7GZG,TRUE,63,resign,black
JeKSeily,TRUE,33,resign,white
u6K5vgPh,TRUE,79,resign,white
8TKmtNf2,TRUE,33,resign,white
poINaTzI,TRUE,11,resign,white
V8eDU7iq,TRUE,21,resign,white
ofpF0oRM,TRUE,17,resign,white
V9xscecv,TRUE,26,resign,white
E9xiPEZK,TRUE,29,mate,white
AHXojpIK,TRUE,61,resign,white
JPNQf9j2,TRUE,39,resign,black
gIslASxZ,TRUE,59,resign,white
iU3eX41f,FALSE,27,mate,white
dYmzjCHr,FALSE,34,mate,black
IbV32ZPE,FALSE,17,mate,white
S88Hhz5u,FALSE,5,resign,white
iyYOohgL,TRUE,47,mate,white
ySzcuMJr,TRUE,18,mate,black
R3nrXrqZ,FALSE,9,resign,white
cHzDiEHH,TRUE,44,mate,black
ZUOFdaon,TRUE,53,mate,white
86Ph7m5y,TRUE,26,resign,black
9xlp4XvI,TRUE,7,resign,white
mTVPiE7r,TRUE,4,resign,white
38Ds9mfx,FALSE,45,resign,white
4CcvDonT,TRUE,17,resign,black
vUrcxhu3,TRUE,57,resign,white
Thhr5sGU,TRUE,85,mate,white
0kaedXef,TRUE,171,mate,white
Cfs3ls9A,TRUE,28,resign,white
8hpPYZOe,TRUE,78,mate,black
3NQKJmJ5,FALSE,1,outoftime,white
gvHIZGRz,FALSE,91,resign,white
jlxDAOJz,TRUE,70,resign,black
5XB5ikrX,TRUE,48,resign,black
bDcOkAPl,TRUE,7,resign,white
3X0AZRrG,TRUE,30,resign,black
jkwZJXbo,TRUE,52,mate,black
QHrQCRDT,TRUE,2,resign,black
RzfhITm1,TRUE,3,resign,white
yfRbI6de,TRUE,3,resign,white
VJC41GsP,TRUE,20,resign,black
y44Msw6h,TRUE,7,mate,white
0bPTSsbm,FALSE,41,mate,white
L2WDlZ14,FALSE,36,resign,black
qttdAohZ,TRUE,62,mate,black
odAh8cU9,TRUE,71,mate,white
gvu9qK9U,TRUE,44,mate,black
4gQXomxa,TRUE,33,mate,white
Ae98zqc9,FALSE,29,mate,white
bZH0elxT,TRUE,64,draw,draw
Mn1LbgKu,TRUE,89,mate,white
U8iQ7CIG,TRUE,57,resign,black
1GuRu7tH,TRUE,113,draw,draw
agFTttls,TRUE,34,mate,black
7wHFeyVw,TRUE,99,draw,draw
9nhiwIrc,TRUE,32,resign,black
ZzVYVfuL,TRUE,33,resign,white
c8ceBA8I,TRUE,103,draw,draw
3HrE4c5P,TRUE,111,draw,draw
hNrlM8wk,TRUE,18,resign,black
6ogtGrQt,TRUE,67,resign,white
06N5Bbxe,TRUE,81,mate,white
TYJHQxJo,TRUE,57,mate,white
7dpio6EA,FALSE,99,mate,white
4Ilewq2c,TRUE,102,mate,black
kTSNXSyN,TRUE,40,resign,black
HYqtCTUD,FALSE,38,resign,white
6lNhqUra,TRUE,20,resign,black
LYQNu2PW,TRUE,112,mate,black
5n6kPydD,TRUE,91,resign,white
t0CE1yBT,TRUE,37,mate,white
p9Wt9VAc,TRUE,115,mate,white
1ziuafFK,TRUE,47,mate,white
w9Al2iTR,TRUE,46,mate,black
xp8EzRTz,TRUE,31,resign,white
ijqdXHbW,TRUE,53,resign,white
7goJ1hPy,TRUE,20,mate,black
gUjm6t9I,TRUE,167,mate,white
WB7GBnxy,TRUE,63,resign,white
GkNVnmLX,TRUE,70,mate,black
gibYkoMf,TRUE,77,draw,draw
ZhuaP7Cb,TRUE,41,draw,draw
YU7Vq2rX,TRUE,112,resign,black
JA42uHSg,TRUE,68,mate,black
uFRVhZHQ,TRUE,59,resign,white
kwU2e5VH,TRUE,96,draw,draw
67MAWTpZ,TRUE,80,mate,black
TRlkjUev,TRUE,67,mate,white
gNUEOfkV,TRUE,36,mate,black
5kY5WUxA,TRUE,91,mate,white
iYziFDHN,TRUE,16,mate,black
XuoIw7SF,TRUE,24,resign,white
BPrTBmfm,TRUE,8,resign,black
23Xso018,TRUE,18,resign,black
6KY3n0LE,TRUE,103,mate,white
0LWknSSP,TRUE,10,resign,white
NXMwlV8w,TRUE,76,mate,black
4GkqU1PE,TRUE,106,mate,black
FHY8r25U,TRUE,26,mate,black
6dzSqqDm,TRUE,13,mate,white
nWXlyNgg,TRUE,54,resign,black
r7yRPKaY,TRUE,67,mate,white
zikC2jbx,TRUE,12,resign,black
vquNGkFY,TRUE,57,resign,white
GrqcLH8a,TRUE,60,mate,black
OEPRYdOo,TRUE,16,mate,black
04EIrpaP,TRUE,39,resign,white
K1AmmvZe,TRUE,9,outoftime,white
