id,rated,turns,victory_status,winner
HtmwcFhB,FALSE,65,resign,white
nUNuwgUz,FALSE,3,outoftime,white
JQR5VNy3,FALSE,41,draw,draw
vDmb9CDV,FALSE,36,resign,white
cbr6bP6k,FALSE,82,outoftime,black
2Obpn7X2,FALSE,13,resign,white
KQ459C6E,FALSE,52,resign,black
z3KBy9i2,FALSE,39,mate,white
RMmpKY7K,FALSE,71,resign,black
1FrVcx8m,TRUE,106,mate,black
l7kgBPnD,TRUE,90,resign,black
ngDOMpOF,TRUE,30,resign,black
elcVVbjJ,TRUE,111,mate,white
2Hs0j8CD,FALSE,32,resign,black
hYdVY5b5,TRUE,71,resign,white
S34YbErD,FALSE,40,resign,black
TxJ2QXgi,FALSE,97,resign,white
0KC8yeP1,FALSE,117,draw,draw
O2vhsJ0k,TRUE,62,resign,black
HWw4eAWR,FALSE,14,resign,white
jgpqHgZq,FALSE,101,mate,white
s3RPv11h,FALSE,69,mate,white
NzOPqk1Z,FALSE,55,resign,white
LIm2TkxD,FALSE,32,resign,black
8RBRXJuR,FALSE,3,resign,black
soOvu1BQ,FALSE,26,resign,black
ZR1nY5zq,FALSE,17,resign,white
DxAgCZJg,FALSE,47,mate,white
SNmsypqd,FALSE,85,mate,white
DYoF9nv7,FALSE,72,resign,black
BNtgHr7X,TRUE,27,draw,draw
iL1ysSrE,FALSE,86,draw,draw
GuXycHvD,FALSE,52,outoftime,black
1Q3YnIuM,FALSE,97,draw,draw
ZC5Wlc1E,FALSE,52,resign,black
l6HsPwr4,FALSE,63,outoftime,white
QIiPsN3Z,FALSE,86,resign,black
QE4cB0ve,FALSE,143,resign,white
6jsWco3f,FALSE,76,mate,black
vPOoHt8K,FALSE,82,mate,black
icGrzd9u,FALSE,50,outoftime,black
eNRm6ePT,TRUE,28,resign,black
eO28B17A,TRUE,135,mate,white
v2VVSPcD,FALSE,105,resign,white
QVxPIW50,FALSE,33,resign,white
A3Ti7K3E,FALSE,11,resign,white
94SUhs7h,FALSE,80,draw,draw
pnXKmrid,FALSE,51,resign,white
iuUzWX3D,FALSE,54,resign,black
hNS2HA6T,FALSE,16,resign,black
bRDUOVuL,FALSE,17,resign,white
SFZMXN39,FALSE,74,mate,black
xJNfLJZu,FALSE,119,draw,draw
lvEwD7Vh,FALSE,11,resign,black
bOIBLXhh,FALSE,127,draw,draw
ds8p1j8l,FALSE,51,resign,white
N3AZ31tv,FALSE,42,resign,black
sBJPOSd9,FALSE,63,resign,white
qSqhVBQO,FALSE,48,resign,black
cB0V6cOk,FALSE,28,resign,white
hzt81zDX,FALSE,56,resign,black
CAGGV4eP,FALSE,23,resign,white
vuU9jLJR,FALSE,48,resign,black
tpMi3gNL,FALSE,57,resign,white
b0i8Qia2,FALSE,44,resign,black
8S2Yw4eB,FALSE,33,resign,white
4S05ENxT,FALSE,61,resign,white
xnMevRt7,FALSE,54,mate,black
3LoIMj0T,FALSE,15,resign,white
qth736S6,FALSE,16,resign,white
MLiqOV1S,FALSE,57,resign,white
sj1tIOnF,FALSE,105,resign,black
vcyCTrUr,FALSE,23,resign,white
lSrC8b1C,FALSE,53,resign,black
FT4CO922,FALSE,25,resign,white
PAoGElDl,FALSE,22,resign,black
i8FVQVei,FALSE,34,mate,black
ph1DDWjU,FALSE,36,resign,white
F34kNloy,FALSE,86,resign,black
jVBZpSFY,FALSE,91,resign,white
VQLj7TuO,FALSE,88,resign,black
6MD0IbV4,FALSE,38,resign,black
k8CihQCx,FALSE,67,resign,white
bkoS7orH,FALSE,52,resign,black
XaQDaiuy,FALSE,29,resign,white
5BqySxC7,FALSE,62,resign,black
pD72wIja,TRUE,142,resign,black
nA1HiO32,TRUE,23,resign,white
8lIEQ2jq,TRUE,128,resign,black
Iqqr1AI1,TRUE,130,outoftime,black
5NqEz6kc,FALSE,119,outoftime,white
bRqF92ZI,FALSE,49,mate,white
bbJk6HHn,TRUE,129,draw,draw
uo8FFhLJ,TRUE,69,mate,white
3sYNairy,TRUE,67,mate,white
ud3FLrhA,FALSE,35,resign,white
YmaPOQTo,FALSE,49,mate,white
6QV5RHif,TRUE,107,draw,draw
BWD95zsx,TRUE,14,resign,black
iIdO9cAL,TRUE,38,resign,black
E7mvUTYK,TRUE,29,resign,white
Zn6wPSQo,TRUE,128,mate,black
lV8uT17x,TRUE,52,mate,black
iBdeFFM3,TRUE,36,resign,white
n0LTpSyf,TRUE,63,resign,white
44qxPzsV,TRUE,137,resign,white
zUchFnpu,TRUE,54,resign,black
d1b5FNFX,TRUE,32,resign,black
zGncM82V,TRUE,55,resign,white
zvXvUlPT,TRUE,90,mate,black
8q66hSZL,TRUE,53,resign,white
fJeik54u,TRUE,64,mate,black
aoXuBR72,TRUE,37,resign,white
N0caFPgx,TRUE,45,resign,white
RpIQHfzm,TRUE,92,mate,black
CvQehnOb,TRUE,66,outoftime,black
E1UwBJqO,TRUE,22,resign,white
BhmD4Qpk,TRUE,81,outoftime,white
V2gkDnnV,TRUE,155,draw,draw
RKZwglcY,TRUE,51,mate,white
yihRly68,TRUE,68,resign,black
RZj8lGx8,TRUE,64,resign,white
0uYvn4MH,TRUE,48,resign,black
tYkfHVLG,TRUE,72,resign,black
SAExHA9F,TRUE,107,resign,white
kwzsK4Qc,TRUE,65,mate,white
g1lE2ipE,TRUE,104,resign,white
o5ekafmb,TRUE,66,resign,black
RXaldmlI,TRUE,127,resign,white
RkPFxvVi,TRUE,88,resign,black
hUBz2lSw,TRUE,42,resign,black
3NpfvYsU,TRUE,51,draw,draw
2NgOCvBt,TRUE,95,resign,white
1Gn48v7K,TRUE,59,mate,white
cV3fRSHY,FALSE,51,resign,white
JkEcyA3P,FALSE,46,resign,black
dPDLm9hu,FALSE,21,outoftime,white
XdZUH3wS,FALSE,58,outoftime,black
AbL4qbvl,TRUE,38,outoftime,black
TmYoZ2Mr,TRUE,72,mate,black
uhxTJwPQ,TRUE,68,draw,draw
pCRElg8p,TRUE,132,mate,black
wxX0bHAT,TRUE,22,resign,white
6ee1MEvP,TRUE,56,resign,black
zxCdZkPq,TRUE,85,mate,white
hVtDBDkG,TRUE,44,resign,black
b59NpQuW,TRUE,80,outoftime,black
OHVh1oko,TRUE,43,resign,white
lmk7lokQ,TRUE,98,mate,black
34BzwAwa,TRUE,43,mate,white
neB5oibq,TRUE,57,draw,draw
63PiJLzL,TRUE,70,mate,black
XKAotDZv,TRUE,49,resign,white
Xm7neWCT,TRUE,107,resign,white
2KGzYnb8,TRUE,52,mate,black
ZWLHvQT9,TRUE,39,resign,white
oOSERiCN,FALSE,79,draw,draw
3Do0Ahzx,FALSE,2,resign,white
mtLZC2oZ,TRUE,49,resign,white
hBbAzD6q,TRUE,113,resign,white
Klh8cucn,TRUE,143,outoftime,white
Ejecc3rw,TRUE,100,resign,black
VIeSJRLU,FALSE,166,mate,black
3AZ0a2Xm,FALSE,88,resign,black
EJVfDBjS,TRUE,54,resign,black
sYMIizN7,FALSE,116,mate,black
Eer8Udhp,TRUE,64,resign,black
5yk2w0XM,FALSE,65,resign,white
E65nMCYu,FALSE,54,resign,black
QaQSgQnj,FALSE,29,resign,white
wnhdzvGh,TRUE,51,outoftime,white
U4BMnxsQ,TRUE,125,mate,white
LdJO5MCg,TRUE,59,resign,white
L0VBJIqA,FALSE,72,resign,black
VXWxpxqm,TRUE,45,resign,white
q6qA4Rcr,FALSE,66,resign,black
dPnopb02,FALSE,101,mate,white
458qPV3q,FALSE,1,resign,white
CWiIKVei,TRUE,63,resign,white
Bgj7aQxq,TRUE,92,draw,draw
LTHdq6ol,FALSE,108,draw,draw
6BCkBvIB,FALSE,28,resign,black
feR5FKm2,TRUE,14,resign,black
CpAwuBNg,TRUE,40,resign,white
YI6JiLsE,FALSE,4,resign,white
UBN3WDSk,FALSE,161,draw,draw
oT8LcaXC,FALSE,21,mate,white
VLNX3HxT,FALSE,37,mate,white
y69OqISs,TRUE,38,resign,black
EwOLzmis,TRUE,75,resign,white
5ccfqkyU,TRUE,108,mate,black
jkzw9Vmi,TRUE,41,resign,white
o1hzMrZa,TRUE,80,outoftime,black
HA4LqLdw,TRUE,65,resign,white
ksRZbHfH,TRUE,33,resign,white
Wr3WOWuX,TRUE,53,resign,white
mECkIPLy,TRUE,84,mate,black
bG1kuBgN,TRUE,49,resign,white
PrrcRP2m,TRUE,20,resign,black
plUqJvRG,TRUE,62,resign,black
5Iekpz5G,TRUE,51,resign,white
ET77fow5,TRUE,53,resign,white
CLI0r6vO,TRUE,33,resign,white
1UtzkNQJ,TRUE,92,resign,black
fQURXZEa,TRUE,27,mate,white
NMH15kCD,TRUE,31,resign,white
xaNZ9i2m,TRUE,63,draw,draw
Mngb24u0,TRUE,89,resign,black
T5pDWRtZ,TRUE,70,resign,black
2LoCtvVS,TRUE,72,resign,white
1ybe98mv,TRUE,72,resign,white
o8pdttsV,TRUE,64,draw,draw
L0CCwWaO,TRUE,41,resign,white
0knAs1Kx,TRUE,58,resign,white
y0043qkg,TRUE,70,resign,black
gyWyC0Gw,TRUE,33,resign,white
gLpxL9Ib,TRUE,41,resign,white
eHIpih0H,TRUE,33,resign,white
q8fxJ8Zn,TRUE,50,resign,black
Q54u6Ham,TRUE,104,mate,black
ht5tKI3T,TRUE,51,resign,white
nTFfVjZx,TRUE,37,resign,black
YOVKeMxP,TRUE,48,resign,black
GOJy3pFJ,TRUE,118,resign,black
qpQ9WjJ0,TRUE,116,outoftime,black
FKdIqAhC,TRUE,96,resign,black
mxzZ56Jh,TRUE,53,resign,white
OAt2rbcQ,TRUE,45,resign,black
iwHi1zt1,TRUE,51,resign,white
qPvYFidQ,TRUE,25,resign,white
OkAEn8YJ,TRUE,82,resign,black
LP2ZGutV,TRUE,68,mate,black
3tC25kHR,TRUE,37,resign,white
SJyB4yOl,TRUE,73,mate,white
qGlR7aoA,TRUE,64,mate,black
YpMmfI2U,TRUE,79,mate,white
YkqaeguC,TRUE,83,mate,white
K3ZWV3dH,TRUE,54,resign,black
Mynfr537,FALSE,2,resign,white
EV19oJdE,FALSE,25,resign,black
DyXVmsGr,FALSE,22,resign,white
LUaOtNZB,TRUE,73,mate,white
KxbvpdA6,TRUE,71,resign,white
l2BCei4F,FALSE,72,resign,black
juWXNi7n,TRUE,173,mate,white
xneKFk4A,TRUE,67,resign,white
kb2zaMrE,TRUE,57,outoftime,white
bjroDOTI,TRUE,154,mate,black
I1hoCjFJ,TRUE,99,mate,white
6AsRTOoq,TRUE,87,draw,draw
28n4SGwB,TRUE,24,draw,draw
kg5CeRy8,TRUE,103,mate,white
Yqmpr2Jl,TRUE,38,draw,draw
z06OkHrA,TRUE,92,mate,black
XgnBLIJq,FALSE,85,mate,white
Y9DP8bIK,TRUE,64,mate,black
epX1YEa9,TRUE,149,mate,white
qacXhzn1,TRUE,106,mate,black
LeF7gBFn,TRUE,77,draw,draw
cCzXNvqH,TRUE,48,mate,black
fKCZAFll,TRUE,23,resign,black
rHxfHTfx,TRUE,89,outoftime,white
eSCbAM3A,TRUE,51,mate,white
buaAR6sP,TRUE,76,resign,black
L6AEJwKN,TRUE,56,resign,black
bRj2RZ6d,TRUE,60,mate,black
QrbNjZWH,TRUE,62,resign,black
qXUOXRNK,TRUE,43,mate,white
WQu88j99,TRUE,37,resign,white
s2nAzdbi,TRUE,49,mate,white
pEemY0IA,FALSE,54,mate,black
HBy1woXW,TRUE,39,resign,white
TqIpsK5i,TRUE,114,mate,black
rkidKRJp,TRUE,173,outoftime,white
XlBv15NS,TRUE,76,draw,draw
pYP277Es,TRUE,118,resign,black
lir3E6fD,TRUE,126,draw,draw
qA7KLs2J,TRUE,20,resign,black
IxMuM0q0,TRUE,53,resign,white
vcNGx4nb,TRUE,63,mate,white
NmAgmmiA,TRUE,28,resign,white
Dc7XtZxI,TRUE,59,resign,black
j0MIJp4R,TRUE,49,resign,white
vnTKQt11,TRUE,57,mate,white
HPHmEvki,TRUE,50,resign,black
Xqb96ip5,TRUE,55,mate,white
K3fHmftc,TRUE,106,mate,black
EavaPnQx,TRUE,104,mate,black
64Ua1ohP,TRUE,93,resign,white
1vcpI1Zt,TRUE,62,resign,black
iskAwCtt,TRUE,10,resign,black
IYtZoSb5,TRUE,95,outoftime,white
Wv9uQqpc,TRUE,137,resign,white
3Xw9Vhbx,TRUE,24,resign,black
2YU9VFvS,TRUE,117,resign,white
TpuP0rB0,TRUE,85,outoftime,white
SHceuGUP,TRUE,86,resign,black
60jDs1uS,TRUE,60,resign,black
vpG9Flov,TRUE,137,outoftime,white
VwwzS0Wk,TRUE,105,outoftime,white
nGC8L38K,TRUE,60,resign,black
C4OevoS0,TRUE,108,draw,draw
EbQFrQG2,FALSE,118,resign,black
KR1E0gqG,FALSE,61,resign,white
tnpb9Qov,FALSE,129,draw,draw
xt1oHrxm,FALSE,135,outoftime,white
W3gi82OT,TRUE,151,resign,white
lpi6To9z,TRUE,170,resign,black
hjYXZmey,TRUE,46,resign,black
mwoEv9zz,TRUE,164,draw,draw
Y7CMaNox,TRUE,93,resign,white
3Cjza2YJ,TRUE,8,resign,black
MDKEoIww,TRUE,35,resign,black
rwqFBG9c,TRUE,117,draw,draw
lWWPb1d9,TRUE,13,resign,white
zrktxYaI,TRUE,28,resign,black
x7pBBHs1,TRUE,29,resign,white
jABkKrSZ,TRUE,179,mate,white
MBtICa2i,TRUE,52,resign,black
2YYslt7b,TRUE,82,resign,black
yrBJyF0c,TRUE,85,resign,white
d14svd6J,TRUE,64,resign,black
zfoBO6xY,TRUE,35,resign,white
ZkslqCAt,TRUE,54,resign,black
KWkUmCqw,TRUE,49,resign,white
dEBJ6tNC,TRUE,129,mate,white
i5PBosNT,TRUE,29,resign,white
bQ4hCEO0,TRUE,67,resign,white
m6GwgmRj,TRUE,64,resign,black
I8xAFW3y,TRUE,120,resign,black
4pdmOE21,TRUE,43,mate,white
bdMc9zca,TRUE,30,resign,black
DsjjIzVX,FALSE,136,resign,black
cy4MIRZu,TRUE,73,draw,draw
Gl8mWeS3,TRUE,40,outoftime,black
22eVWYYr,TRUE,44,resign,black
XT0AedUt,TRUE,117,resign,white
YlbWYC6C,TRUE,38,resign,black
30P5D7Bp,TRUE,51,mate,white
lsnL9RCe,TRUE,81,outoftime,white
QYtqsI6n,TRUE,64,resign,black
aitKBfrd,TRUE,139,resign,white
EAiJryge,TRUE,83,resign,white
SHAw9X7Q,TRUE,46,resign,black
3yV7Cwm1,TRUE,74,resign,black
522mMdut,TRUE,90,mate,black
fW8OtWXr,TRUE,62,resign,white
H6rC09aN,TRUE,32,resign,black
RjZDm37n,TRUE,70,mate,black
QdcJzbdY,FALSE,68,outoftime,black
ItH6LzdA,FALSE,94,resign,black
RznJXLxz,FALSE,103,draw,draw
Ya7aYQXK,TRUE,17,mate,white
I7Dwtf00,TRUE,39,resign,black
XYmHYXp0,TRUE,138,outoftime,black
oEMh10sw,TRUE,65,resign,white
Vg8BPXws,TRUE,69,mate,white
BKK07spM,TRUE,116,outoftime,black
fdG0FDQD,TRUE,75,mate,white
OsKXXcYe,TRUE,57,resign,black
7XZTCmdN,TRUE,49,resign,white
qoLhGLKJ,TRUE,78,mate,black
3IPPVr9Y,FALSE,12,resign,white
MlPEI8pA,FALSE,38,resign,black
AtUi6SKo,FALSE,67,resign,white
RKCCsQZy,FALSE,55,resign,white
QGgvHZqm,TRUE,70,resign,black
E8l6MAjj,FALSE,43,resign,white
STz2Qeqj,TRUE,59,resign,white
mfTQul6W,FALSE,47,resign,white
n8qOVv95,FALSE,10,resign,black
Uk6KqfG5,TRUE,103,outoftime,white
ISlrJaJp,TRUE,53,resign,white
SPzTcJ0R,TRUE,63,outoftime,white
xjht1Box,TRUE,38,resign,black
sjS7n7m2,TRUE,28,resign,black
VvXQ3AKo,TRUE,35,resign,black
AH95kYbN,TRUE,115,mate,white
4rmXfkw3,FALSE,51,resign,white
hOyqkNpP,FALSE,49,draw,draw
elJbCj3X,FALSE,64,resign,black
B9PhajXy,FALSE,57,draw,draw
QsYI4WeV,FALSE,38,draw,draw
xmu5YEcn,FALSE,69,resign,white
TVQunaRl,FALSE,40,resign,black
1VuCM6PJ,FALSE,137,draw,draw
CRrcV5ze,FALSE,82,resign,black
SACewV8k,FALSE,40,resign,black
fPm9lH2d,FALSE,58,outoftime,black
wdp25G8Z,FALSE,59,resign,white
H6yQsQ7y,TRUE,69,draw,draw
8FT6AXFv,FALSE,48,mate,black
sxFbdCsD,FALSE,69,mate,white
woqCHd9g,FALSE,42,resign,black
87RqRuNl,TRUE,27,resign,black
WGW6TA24,TRUE,115,mate,white
AfKwADa8,TRUE,42,outoftime,black
nXApO24Z,TRUE,73,resign,white
ZXXVCrPu,FALSE,1,outoftime,white
rj36zvil,FALSE,5,outoftime,white
YICcBw5g,TRUE,2,resign,black
4QJCulfH,TRUE,53,resign,white
1HV7Ecyz,TRUE,57,resign,black
Fzp2v8FY,FALSE,39,mate,white
uOE0qPQE,TRUE,50,resign,black
DyFwBZXu,TRUE,55,resign,white
w0hLdtHv,TRUE,35,mate,white
dyPfmZqn,TRUE,104,resign,black
pjDb6GvB,FALSE,83,outoftime,white
qOoK0Ki8,TRUE,131,draw,draw
TuH1ks23,TRUE,120,resign,black
zZhq1R8u,TRUE,47,resign,white
me3pUa2i,TRUE,48,resign,black
ux0HILfp,TRUE,52,resign,black
qwjHGiIz,TRUE,83,resign,black
DMLyB5io,TRUE,107,resign,white
cLmYAUEi,TRUE,39,mate,white
c3MJuzuo,TRUE,64,resign,black
IuQFiesy,TRUE,42,mate,black
swoYrh7K,TRUE,145,resign,white
xXXHd0D5,TRUE,48,resign,black
Kgn4Tk4p,TRUE,43,resign,white
Vl54hoXz,TRUE,62,resign,black
TiUuX1eA,TRUE,32,resign,white
BImCVEhK,TRUE,83,mate,white
JHHK4fkp,TRUE,70,resign,black
lum1NIsW,TRUE,58,resign,black
bqpgmE6f,TRUE,52,resign,black
9lGdrqRP,TRUE,182,mate,black
M9ZxReCs,TRUE,56,mate,black
viulFwxu,TRUE,48,resign,black
zIH1rtXE,TRUE,54,resign,black
cEPooFfs,TRUE,66,resign,black
Sfay2hYj,TRUE,64,mate,black
wytBeWQ0,TRUE,51,resign,white
Z0VzPUPm,TRUE,71,mate,white
1pBIszeA,FALSE,49,mate,white
CAEZnTSC,FALSE,34,mate,black
JT1xA30W,TRUE,88,outoftime,black
9UGcuRBe,TRUE,11,draw,draw
LSQ4yNeU,TRUE,11,mate,white
bRIWbJtD,FALSE,7,draw,draw
12DcBBTz,FALSE,122,mate,black
aWO9pt5f,TRUE,19,draw,draw
yc7suCxP,TRUE,123,mate,white
FUlxffqd,TRUE,25,mate,white
H9gsFYhd,TRUE,22,mate,black
rGtqWcGa,TRUE,79,mate,white
PF4YI3Wq,TRUE,105,resign,white
Hy3lYzIY,TRUE,22,mate,black
lt1H1l3T,TRUE,84,resign,white
3YG6TEsv,TRUE,44,mate,black
3Lp89ug3,TRUE,15,resign,white
u4DfaSGT,TRUE,23,mate,white
PLfGskds,TRUE,50,mate,black
8YVSZvL8,TRUE,81,resign,white
pAxodq2p,TRUE,46,resign,black
3HqnPP6h,TRUE,71,mate,white
kdUgTD8f,TRUE,64,resign,black
wW08ojaV,TRUE,68,resign,black
2zk6A7C4,TRUE,93,resign,white
v0ZdHma3,TRUE,74,resign,black
UMTd5diQ,FALSE,90,outoftime,black
MUbiPv7k,TRUE,63,resign,white
kVBIZUvQ,TRUE,65,resign,black
iu2Vg8fs,TRUE,17,outoftime,white
o1TZ5s9x,TRUE,37,resign,white
pmxijIKE,TRUE,55,resign,white
qkTiU2Ar,TRUE,73,resign,black
50NMFgjj,TRUE,35,resign,white
UQYsVgiH,TRUE,145,mate,white
uThVX3md,TRUE,56,mate,black
Ve3oQEp0,TRUE,39,resign,white
TxSRzTRT,TRUE,146,outoftime,black
vwLg6LXB,TRUE,99,mate,white
0IHveuCq,TRUE,57,resign,black
TvDlR9tC,TRUE,110,mate,black
03NoaOf5,TRUE,51,resign,black
nJF0hHw4,TRUE,94,mate,black
5ItGKfcd,TRUE,45,resign,white
jHD7ENiH,TRUE,33,resign,black
4bm478zE,TRUE,54,resign,black
LcYHToKn,TRUE,66,resign,black
ehGFXwLB,TRUE,93,resign,white
ayNGChBy,TRUE,79,resign,black
qD3udL50,TRUE,78,resign,black
PsrBfkbV,TRUE,44,resign,black
217ALwu9,FALSE,77,mate,white
eRRsGs9B,FALSE,117,draw,draw
M5bk9E0E,TRUE,44,resign,black
FbvYoZkc,TRUE,39,resign,white
WlQbikSp,TRUE,53,outoftime,white
qEyPJPcq,TRUE,73,resign,black
8i7IrG15,TRUE,61,outoftime,white
jZg3LqpE,TRUE,49,mate,white
pyIDmiX8,FALSE,10,resign,black
G20PYxtD,FALSE,38,resign,black
9OtyUKAv,TRUE,24,resign,black
dQDIOB43,TRUE,45,resign,white
VstqrzmN,FALSE,50,resign,white
U3SLDwGx,FALSE,47,resign,black
CDaHqWz7,TRUE,16,mate,black
BpIz9V5h,TRUE,46,resign,black
4AdrWuwX,TRUE,71,mate,white
TX5ugVRR,TRUE,63,mate,white
dn4638uC,TRUE,49,resign,white
CUEfPrCD,TRUE,7,resign,white
ANIwl8cl,TRUE,49,mate,white
caGmLwV1,TRUE,134,mate,black
4SfPvlK9,TRUE,18,resign,black
eYwwzMJW,TRUE,99,resign,white
UoLP0pdu,TRUE,131,mate,white
5uWXgwzi,TRUE,60,resign,black
vftHWpQS,TRUE,104,mate,black
qi6m9VbZ,TRUE,44,resign,black
tgePSMBk,FALSE,58,resign,black
V75vmugI,TRUE,41,resign,white
Asw1PZQm,TRUE,154,mate,black
2hBy2eJ2,TRUE,56,mate,black
svP0zGTr,TRUE,49,resign,white
1AavmYZr,TRUE,57,mate,white
RoLsps2b,TRUE,111,resign,white
UbDUElxP,TRUE,46,mate,black
q5qFT3vV,TRUE,70,resign,black
GffTEAAp,TRUE,75,outoftime,white
FFSn9BqV,TRUE,41,resign,white
UpJDgwFH,TRUE,32,mate,black
kcGdED9V,TRUE,86,outoftime,black
i9NprUbn,TRUE,27,mate,white
1ZpPcof6,TRUE,51,resign,white
kVFi8zCG,TRUE,28,resign,black
lLXM414V,TRUE,89,resign,white
wa3HvV4P,TRUE,33,resign,black
9EeWsbNC,FALSE,50,resign,white
oUfijkvB,FALSE,24,resign,black
pwbcA0zl,FALSE,86,resign,black
raxQU0rh,FALSE,74,resign,black
dHo5jtV7,TRUE,72,mate,black
LAO7zlda,TRUE,92,outoftime,black
yYbbjJga,TRUE,48,resign,black
E0IYFH2M,TRUE,73,resign,black
pxFCsxI1,TRUE,66,resign,white
PYE7e3w3,TRUE,122,draw,draw
0UAU6MtT,TRUE,124,outoftime,black
VcLv1UWk,TRUE,70,resign,black
6YIyjoWy,TRUE,39,mate,white
O9e3Nnvb,TRUE,39,resign,white
QBhcLkqF,TRUE,110,outoftime,black
rLWGpnk3,TRUE,52,resign,white
yVWSQ1jj,TRUE,87,outoftime,white
BcwnHz3b,TRUE,50,resign,white
XqiCVCV2,TRUE,63,resign,white
1W7FWOD1,TRUE,121,mate,white
VAcwCILy,TRUE,36,resign,white
n0YNfSbE,TRUE,82,resign,black
xryqeo3m,TRUE,128,resign,black
zxlIFVRM,TRUE,57,mate,white
PCqwEzd9,TRUE,61,resign,white
el7m5tNt,TRUE,75,outoftime,white
XdJ5hQQh,TRUE,64,resign,black
cmxoLJVH,TRUE,60,outoftime,black
EZfnd5ka,TRUE,93,outoftime,white
r2oWdapQ,TRUE,44,draw,draw
fGu3oDwW,TRUE,92,resign,black
44FvhS2j,TRUE,92,outoftime,black
8nHOVQF6,TRUE,95,resign,white
qmgBZIYJ,TRUE,56,resign,white
wEjmMabt,TRUE,32,mate,black
5y5Cjkej,TRUE,89,outoftime,white
4Za5ti33,TRUE,77,resign,white
VRiPB8ap,TRUE,31,resign,white
yib185CP,TRUE,59,resign,white
wVL70DHa,TRUE,138,outoftime,draw
IDFzxPkd,TRUE,26,resign,black
Hd6v1a5z,TRUE,92,resign,black
AYnIjKyu,TRUE,60,mate,black
gJdKkGrL,TRUE,60,resign,black
hCT7kEBW,TRUE,70,mate,black
Ze8jNa11,FALSE,75,draw,draw
jkA9jIQH,TRUE,24,resign,black
SJPQiiuu,TRUE,62,mate,black
VZ1SuDXc,TRUE,39,mate,white
UryOJ0bg,TRUE,52,mate,black
KJst3X08,TRUE,125,resign,black
VVUGZmXi,TRUE,34,resign,black
yWF7OTID,TRUE,32,resign,white
TmcT9dH5,TRUE,48,resign,black
QxtJVKd2,FALSE,61,resign,white
92WLZW1n,FALSE,106,resign,black
NX4pLrYr,FALSE,54,resign,black
3BXegkU1,TRUE,68,outoftime,black
7MZ6YxJw,TRUE,137,mate,white
5XmQAki6,TRUE,59,mate,white
j71jhVzv,TRUE,85,draw,draw
QmX0nXuk,FALSE,103,mate,white
dlEPm7mH,FALSE,32,resign,white
0FFD0bi0,TRUE,113,outoftime,white
E5v7brrU,TRUE,46,resign,black
3CVtIai5,TRUE,52,mate,black
XuE3LprK,FALSE,146,resign,black
K1FdPQq3,TRUE,104,mate,black
KnIWlMmp,TRUE,97,resign,white
y12i0QRj,TRUE,55,resign,white
WrZLLrdO,TRUE,84,mate,black
Z3riOutq,TRUE,60,outoftime,black
Wa5CFBch,TRUE,57,mate,white
J1bHYMO0,TRUE,72,resign,black
I4ySUx2a,TRUE,69,resign,white
78OMR0z0,TRUE,147,mate,white
yLIhtabo,TRUE,86,resign,black
Ah7Y48F0,TRUE,149,mate,white
sahV45XD,TRUE,37,draw,draw
86ms4KyF,TRUE,41,resign,black
tN8s2MaA,TRUE,60,resign,black
55heNi3A,TRUE,138,resign,black
ZxTd2g8k,TRUE,111,resign,white
J6SEql48,TRUE,107,mate,white
OVzMq1qR,TRUE,28,mate,black
HpKRLXrA,TRUE,64,mate,black
YopBjBqM,TRUE,139,draw,draw
87e1IoGQ,TRUE,82,mate,black
W3yZ2pi1,TRUE,78,resign,black
EXhkuToS,TRUE,71,draw,draw
WtUVQjjM,TRUE,23,mate,white
AKGvlgYJ,TRUE,45,resign,white
Ugqp5if2,TRUE,117,mate,white
Osax20Ky,TRUE,111,resign,white
lGkdpXhK,TRUE,149,resign,white
wqvJGg6Y,TRUE,94,resign,black
EzsQ3wUN,TRUE,47,mate,white
GX1wKavw,TRUE,115,resign,white
IuSyVXRP,TRUE,97,mate,white
PfSPuXWB,FALSE,31,mate,white
XoYJeiMM,TRUE,16,resign,black
yLIJ1iyb,TRUE,44,resign,black
IdLtnMSr,TRUE,54,resign,black
jVg6I7ln,TRUE,43,resign,white
FBDzyVF9,TRUE,34,resign,black
99WIHFGT,TRUE,122,resign,black
IwZxp7dg,TRUE,51,mate,white
ZP5ZQVcC,TRUE,62,resign,black
mcIe47kW,TRUE,30,resign,black
izepvFbk,TRUE,79,outoftime,white
079kHDqh,TRUE,32,resign,black
3HcbGoZ7,TRUE,78,resign,black
gCRvIR9f,FALSE,99,outoftime,white
sTQ3pJHw,FALSE,23,resign,white
PQ1GhOHJ,FALSE,28,resign,black
cMSuepTX,TRUE,42,resign,white
HFJ7z4tg,TRUE,42,mate,black
6bL2hd0X,TRUE,59,resign,white
UiMj8nXK,TRUE,80,resign,black
pM3fIP4b,TRUE,31,resign,black
bTIIkDZL,TRUE,107,outoftime,white
Yekg9T0E,TRUE,18,resign,black
trc6nw8p,TRUE,72,mate,black
GK3m5eMT,FALSE,45,resign,white
ObJZSmQe,TRUE,66,resign,black
iJubJD4Y,TRUE,93,resign,white
oNpjGRlN,TRUE,90,resign,black
WB4cuSmD,TRUE,23,resign,white
rDQajEka,TRUE,118,outoftime,black
ZCuSLgmJ,TRUE,103,draw,draw
JDSNvohS,TRUE,23,resign,white
AusrgQtE,TRUE,91,mate,white
